 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC__(ICRF),  R.A.__(a-app), DEC_(a-app),  dRA*cosD, d(DEC)/dt, Azi_(a-app), Elev_(a-app),  dAZ*cosE, d(ELV)/dt,   X_(sat-prim), Y_(sat-prim), SatPANG,  L_Ap_Sid_Time,  a-mass, mag_ex,    APmag,  S-brt,      Illu%,             delta,     deldot,     S-O-T,/r,     S-T-O,  T-O-M, MN_Illu%,    PsAng,   PsAMV,  Cnst,,RA_deg_ICRF,DEC_deg_ICRF,MJD
 2021-Jun-21 00:00, , , 17 36 11.75, -39 21 32.5,    17 37 41.54, -39 22 19.0,  -60.3485,  30.83209,        n.a.,         n.a.,      n.a.,      n.a.,     576622.807,   -226113.38, 165.167,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.25933,  0.69244689102283,  3.8645952,  163.4156,/T,    9.8729,   51.3,  80.4175,   17.881, 263.169,   Sco,,264.0489583333333,-39.359027777777776,59386.0
 2021-Jun-22 00:00, , , 17 34 08.12, -39 08 58.0,    17 35 37.72, -39 09 48.5,  -59.4755,  31.70572,        n.a.,         n.a.,      n.a.,      n.a.,     571495.328,   -225353.95, 160.984,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.24135,  0.69478605738489,  4.2355640,  163.1932,/T,    9.9919,   37.1,  88.9833,   22.871, 263.590,   Sco,,263.53383333333335,-39.14944444444444,59387.0
 2021-Jun-23 00:00, , , 17 32 06.75, -38 56 03.3,    17 33 36.17, -38 56 57.6,  -58.5105,  32.52469,        n.a.,         n.a.,      n.a.,      n.a.,     566429.264,   -224549.43, 156.958,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.21411,  0.69733907830935,  4.6051137,  162.8691,/T,   10.1698,   23.7,  95.3794,   27.692, 263.998,   Sco,,263.028125,-38.93425,59388.0
 2021-Jun-24 00:00, , , 17 30 07.84, -38 42 49.7,    17 31 37.07, -38 43 47.9,  -57.4588,  33.28748,        n.a.,         n.a.,      n.a.,      n.a.,     561426.427,   -223701.21, 153.132,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.17780,  0.70010507851990,  4.9730610,  162.4500,/T,   10.4024,   14.6,  99.0999,   32.303, 264.393,   Sco,,262.5326666666666,-38.71380555555556,59389.0
 2021-Jun-25 00:00, , , 17 28 11.53, -38 29 18.6,    17 29 40.57, -38 30 20.5,  -56.3250,  33.99291,        n.a.,         n.a.,      n.a.,      n.a.,     556488.428,   -222810.71, 149.535,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.13266,  0.70308309282097,  5.3392721,  161.9437,/T,   10.6847,   18.1,  99.8874,   36.672, 264.773,   Sco,,262.04804166666656,-38.4885,59390.0
 2021-Jun-26 00:00, , , 17 26 17.99, -38 15 31.3,    17 27 46.83, -38 16 36.9,  -55.1134,  34.64007,        n.a.,         n.a.,      n.a.,      n.a.,     551616.703,   -221879.38, 146.186,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.07893,  0.70627208355513,  5.7036229,  161.3585,/T,   11.0115,   29.9,  97.7802,   40.783, 265.138,   Sco,,261.5749583333333,-38.258694444444444,59391.0
 2021-Jun-27 00:00, , , 17 24 27.36, -38 01 29.3,    17 25 56.00, -38 02 38.5,  -53.8277,  35.22820,        n.a.,         n.a.,      n.a.,      n.a.,     546812.541,   -220908.67, 143.090,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   99.01690,  0.70967093498158,  6.0659617,  160.7031,/T,   11.3773,   43.4,  93.0860,   44.627, 265.489,   Sco,,261.114,-38.02480555555555,59392.0
 2021-Jun-28 00:00, , , 17 22 39.76, -37 47 14.0,    17 24 08.19, -37 48 26.7,  -52.4718,  35.75672,        n.a.,         n.a.,      n.a.,      n.a.,     542077.106,   -219900.03, 140.247,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.94686,  0.71327842941576,  6.4260850,  159.9857,/T,   11.7769,   57.0,  86.2946,   48.206, 265.824,   Sco,,260.66566666666665,-37.78722222222222,59393.0
 2021-Jun-29 00:00, , , 17 20 55.32, -37 32 46.9,    17 22 23.53, -37 34 03.0,  -51.0491,  36.22523,        n.a.,         n.a.,      n.a.,      n.a.,     537411.436,   -218854.95, 137.649,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.86913,  0.71709321543106,  6.7837340,  159.2142,/T,   12.2053,   70.4,  77.9701,   51.527, 266.144,   Sco,,260.23049999999995,-37.54636111111111,59394.0
 2021-Jun-30 00:00, , , 17 19 14.15, -37 18 09.3,    17 20 42.13, -37 19 28.7,  -49.5637,  36.63357,        n.a.,         n.a.,      n.a.,      n.a.,     532816.441,   -217774.92, 135.284,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.78405,  0.72111377842056,  7.1386051,  158.3961,/T,   12.6579,   83.5,  68.6638,   54.602, 266.448,   Sco,,259.8089583333333,-37.30258333333333,59395.0
 2021-Jul-01 00:00, , , 17 17 36.35, -37 03 22.8,    17 19 04.11, -37 04 45.3,  -48.0196,  36.98186,        n.a.,         n.a.,      n.a.,      n.a.,     528292.896,   -216661.45, 133.136,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.69198,  0.72533841982969,  7.4903680,  157.5380,/T,   13.1304,   96.2,  58.8627,   57.446, 266.736,   Sco,,259.4014583333333,-37.05633333333333,59396.0
 2021-Jul-02 00:00, , , 17 16 02.02, -36 48 28.7,    17 17 29.55, -36 49 54.2,  -46.4211,  37.27054,        n.a.,         n.a.,      n.a.,      n.a.,     523841.436,   -215516.08, 131.190,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.59327,  0.72976524666252,  7.8386823,  156.6459,/T,   13.6191,  108.6,  48.9747,   60.074, 267.008,   Sco,,259.0084166666666,-36.80797222222222,59397.0
 2021-Jul-03 00:00, , , 17 14 31.24, -36 33 28.5,    17 15 58.53, -36 34 56.9,  -44.7727,  37.50033,        n.a.,         n.a.,      n.a.,      n.a.,     519462.553,   -214340.33, 129.430,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.48832,  0.73439216966442,  8.1832104,  155.7252,/T,   14.1206,  120.7,  39.3365,   62.502, 267.265,   Sco,,258.63016666666664,-36.557916666666664,59398.0
 2021-Jul-04 00:00, , , 17 13 04.07, -36 18 23.7,    17 14 31.14, -36 19 54.8,  -43.0790,  37.67227,        n.a.,         n.a.,      n.a.,      n.a.,     515156.597,   -213135.71, 127.839,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.37751,  0.73921690731691,  8.5236251,  154.7806,/T,   14.6318,  132.6,  30.2324,   64.747, 267.505,   Sco,,258.26695833333326,-36.30658333333333,59399.0
 2021-Jul-05 00:00, , , 17 11 40.58, -36 03 15.5,    17 13 07.43, -36 04 49.2,  -41.3445,  37.78765,        n.a.,         n.a.,      n.a.,      n.a.,     510923.772,   -211903.73, 126.402,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.26124,  0.74423699284882,  8.8596125,  153.8164,/T,   15.1501,  144.2,  21.9149,   66.823, 267.730,   Sco,,257.9190833333333,-36.05430555555555,59400.0
 2021-Jul-06 00:00, , , 17 10 20.82, -35 48 05.3,    17 11 47.46, -35 49 41.5,  -39.5741,  37.84804,        n.a.,         n.a.,      n.a.,      n.a.,     506764.148,   -210645.87, 125.105,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.13991,  0.74944978214465,  9.1908722,  152.8361,/T,   15.6731,  155.3,  14.6201,   68.744, 267.939,   Sco,,257.58675,-35.801472222222216,59401.0
 2021-Jul-07 00:00, , , 17 09 04.84, -35 32 54.4,    17 10 31.26, -35 34 33.0,  -37.7720,  37.85519,        n.a.,         n.a.,      n.a.,      n.a.,     502677.659,   -209363.57, 123.935,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   98.01391,  0.75485246125691,  9.5171162,  151.8431,/T,   16.1988,  164.9,   8.5768,   70.524, 268.132,   Sco,,257.2701666666666,-35.54844444444444,59402.0
 2021-Jul-08 00:00, , , 17 07 52.66, -35 17 44.1,    17 09 18.87, -35 19 25.0,  -35.9429,  37.81106,        n.a.,         n.a.,      n.a.,      n.a.,     498664.114,   -208058.24, 122.879,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.88367,  0.76044205300673,  9.8380671,  150.8401,/T,   16.7253,  168.2,   4.0062,   72.175, 268.309,   Sco,,256.9694166666667,-35.29558333333333,59403.0
 2021-Jul-09 00:00, , , 17 06 44.30, -35 02 35.6,    17 08 10.31, -35 04 18.6,  -34.0911,  37.71778,        n.a.,         n.a.,      n.a.,      n.a.,     494723.200,   -206731.27, 121.926,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.74957,  0.76621542282977, 10.1534574,  149.8297,/T,   17.2511,  161.3,   1.1144,   73.707, 268.471,   Sco,,256.68458333333336,-35.04322222222222,59404.0
 2021-Jul-10 00:00, , , 17 05 39.79, -34 47 30.0,    17 07 05.59, -34 49 15.0,  -32.2209,  37.57762,        n.a.,         n.a.,      n.a.,      n.a.,     490854.491,   -205383.96, 121.067,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.61202,  0.77216928456497, 10.4630300,  148.8140,/T,   17.7748,  150.5,   0.0774,   75.131, 268.618,   Sco,,256.4157916666666,-34.791666666666664,59405.0
 2021-Jul-11 00:00, , , 17 04 39.12, -34 32 28.4,    17 06 04.72, -34 34 15.4,  -30.3367,  37.39300,        n.a.,         n.a.,      n.a.,      n.a.,     487057.448,   -204017.59, 120.293,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.47141,  0.77830020724296, 10.7665412,  147.7950,/T,   18.2951,  138.6,   1.0225,   76.456, 268.750,   Sco,,256.16299999999995,-34.54122222222222,59406.0
 2021-Jul-12 00:00, , , 17 03 42.30, -34 17 31.9,    17 05 07.70, -34 19 20.7,  -28.4427,  37.16644,        n.a.,         n.a.,      n.a.,      n.a.,     483331.426,   -202633.38, 119.595,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.32813,  0.78460462404602, 11.0637652,  146.7743,/T,   18.8110,  126.2,   4.0090,   77.689, 268.867,   Sco,,255.92624999999998,-34.29219444444444,59407.0
 2021-Jul-13 00:00, , , 17 02 49.31, -34 02 41.5,    17 04 14.51, -34 04 31.9,  -26.5429,  36.90058,        n.a.,         n.a.,      n.a.,      n.a.,     479675.679,   -201232.48, 118.966,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.18256,  0.79107884445641, 11.3545007,  145.7534,/T,   19.3216,  113.4,   9.0127,   78.838, 268.970,   Sco,,255.70545833333335,-34.04486111111111,59408.0
 2021-Jul-14 00:00, , , 17 02 00.14, -33 47 57.9,    17 03 25.14, -33 49 50.0,  -24.6416,  36.59814,        n.a.,         n.a.,      n.a.,      n.a.,     476089.355,   -199815.99, 118.399,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   97.03507,  0.79771907024152, 11.6385773,  144.7335,/T,   19.8260,  100.4,  15.9153,   79.909, 269.058,   Sco,,255.5005833333333,-33.799416666666666,59409.0
 2021-Jul-15 00:00, , , 17 01 14.76, -33 33 22.2,    17 02 39.56, -33 35 15.7,  -22.7427,  36.26190,        n.a.,         n.a.,      n.a.,      n.a.,     472571.504,   -198384.96, 117.890,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.88600,  0.80452141549615, 11.9158629,  143.7158,/T,   20.3236,   87.1,  24.4990,   80.909, 269.133,   Sco,,255.31149999999997,-33.55616666666666,59410.0
 2021-Jul-16 00:00, , , 17 00 33.14, -33 18 55.0,    17 01 57.74, -33 20 49.8,  -20.8500,  35.89471,        n.a.,         n.a.,      n.a.,      n.a.,     469121.074,   -196940.36, 117.432,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.73571,  0.81148193064790, 12.1862703,  142.7013,/T,   20.8137,   73.6,  34.4459,   81.843, 269.194,   Sco,,255.13808333333333,-33.31527777777777,59411.0
 2021-Jul-17 00:00, , , 16 59 55.24, -33 04 37.1,    17 01 19.65, -33 06 33.0,  -18.9672,  35.49941,        n.a.,         n.a.,      n.a.,      n.a.,     465736.913,   -195483.13, 117.020,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.58452,  0.81859663021748, 12.4497635,  141.6907,/T,   21.2959,   59.9,  45.3390,   82.716, 269.242,   Sco,,254.98016666666666,-33.076972222222224,59412.0
 2021-Jul-18 00:00, , , 16 59 21.02, -32 50 29.1,    17 00 45.24, -32 52 26.1,  -17.0977,  35.07885,        n.a.,         n.a.,      n.a.,      n.a.,     462417.773,   -194014.14, 116.652,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.43274,  0.82586152410278, 12.7063634,  140.6849,/T,   21.7698,   46.0,  56.6667,   83.531, 269.277,   Sco,,254.8375833333333,-32.84141666666667,59413.0
 2021-Jul-19 00:00, , , 16 58 50.43, -32 36 31.6,    17 00 14.47, -32 38 29.4,  -15.2447,  34.63585,        n.a.,         n.a.,      n.a.,      n.a.,     459162.312,   -192534.21, 116.321,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.28066,  0.83327265191334, 12.9561526,  139.6844,/T,   22.2349,   32.1,  67.8341,   84.294, 269.300,   Sco,,254.71012499999995,-32.60877777777778,59414.0
 2021-Jul-20 00:00, , , 16 58 23.41, -32 22 45.1,    16 59 47.28, -32 24 43.7,  -13.4109,  34.17313,        n.a.,         n.a.,      n.a.,      n.a.,     455969.102,   -191044.12, 116.026,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   96.12858,  0.84082611904145, 13.1992760,  138.6897,/T,   22.6910,   18.5,  78.1905,   85.008, 269.311,   Sco,,254.59754166666664,-32.379194444444444,59415.0
 2021-Jul-21 00:00, , , 16 57 59.91, -32 09 09.9,    16 59 23.61, -32 11 09.3,  -11.5986,  33.69333,        n.a.,         n.a.,      n.a.,      n.a.,     452836.645,   -189544.58, 115.763,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.97675,  0.84851813155865, 13.4359357,  137.7012,/T,   23.1378,  8.883,  87.0794,   85.675, 269.310,   Sco,,254.49962499999998,-32.15275,59416.0
 2021-Jul-22 00:00, , , 16 57 39.86, -31 55 46.6,    16 59 03.41, -31 57 46.6,  -9.80937,  33.19888,        n.a.,         n.a.,      n.a.,      n.a.,     449763.393,   -188036.23, 115.529,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.82541,  0.85634502511453, 13.6663750,  136.7194,/T,   23.5752,   15.7,  93.9113,   86.300, 269.298,   Sco,,254.4160833333333,-31.92961111111111,59417.0
 2021-Jul-23 00:00, , , 16 57 23.20, -31 42 35.5,    16 58 46.60, -31 44 35.9,  -8.04439,  32.69203,        n.a.,         n.a.,      n.a.,      n.a.,     446747.769,   -186519.67, 115.322,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.67482,  0.86430328197780, 13.8908534,  135.7445,/T,   24.0030,   29.0,  98.2474,   86.885, 269.274,   Sco,,254.3466666666666,-31.70986111111111,59418.0
 2021-Jul-24 00:00, , , 16 57 09.87, -31 29 36.7,    16 58 33.13, -31 31 37.6,  -6.30420,  32.17480,        n.a.,         n.a.,      n.a.,      n.a.,     443788.197,   -184995.41, 115.138,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.52517,  0.87238953160998, 14.1096161,  134.7768,/T,   24.4211,   43.1,  99.8664,   87.432, 269.241,   Sco,,254.29112499999994,-31.49352777777778,59419.0
 2021-Jul-25 00:00, , , 16 56 59.81, -31 16 50.5,    16 58 22.92, -31 18 51.8,  -4.58892,  31.64899,        n.a.,         n.a.,      n.a.,      n.a.,     440883.119,   -183463.91, 114.977,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.37669,  0.88060053408905, 14.3228664,  133.8164,/T,   24.8295,   57.1,  98.7897,   87.944, 269.197,   Sco,,254.24920833333329,-31.280694444444443,59420.0
 2021-Jul-26 00:00, , , 16 56 52.95, -31 04 17.1,    16 58 15.91, -31 06 18.7,  -2.89840,  31.11619,        n.a.,         n.a.,      n.a.,      n.a.,     438031.008,   -181925.59, 114.835,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.22957,  0.88893315075897, 14.5307502,  132.8635,/T,   25.2280,   70.8,  95.2545,   88.423, 269.144,   Sco,,254.22062499999998,-31.071416666666668,59421.0
 2021-Jul-27 00:00, , , 16 56 49.24, -30 51 56.7,    16 58 12.04, -30 53 58.4,  -1.23244,  30.57786,        n.a.,         n.a.,      n.a.,      n.a.,     435230.372,   -180380.83, 114.712,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   95.08399,  0.89738430994302, 14.7333546,  131.9183,/T,   25.6166,   84.2,  89.6468,   88.871, 269.081,   Sco,,254.20516666666666,-30.865750000000002,59422.0
 2021-Jul-28 00:00, , , 16 56 48.61, -30 39 49.4,    16 58 11.26, -30 41 51.1,  0.409181,  30.03536,        n.a.,         n.a.,      n.a.,      n.a.,     432479.753,   -178829.98, 114.605,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.94013,  0.90595097562500, 14.9307185,  130.9808,/T,   25.9953,   97.2,  82.4221,   89.290, 269.009,   Sco,,254.20254166666663,-30.66372222222222,59423.0
 2021-Jul-29 00:00, , , 16 56 51.00, -30 27 55.2,    16 58 13.51, -30 29 56.8,  2.026554,  29.48995,        n.a.,         n.a.,      n.a.,      n.a.,     429777.720,   -177273.39, 114.514,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.79816,  0.91463012416060, 15.1228486,  130.0512,/T,   26.3641,  109.9,  74.0388,   89.681, 268.928,   Sco,,254.2125,-30.465333333333334,59424.0
 2021-Jul-30 00:00, , , 16 56 56.37, -30 16 14.2,    16 58 18.74, -30 18 15.6,  3.619697,  28.94286,        n.a.,         n.a.,      n.a.,      n.a.,     427122.870,   -175711.36, 114.436,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.65822,  0.92341873034673, 15.3097351,  129.1295,/T,   26.7229,  122.2,  64.9170,   90.045, 268.839,   Sco,,254.234875,-30.27061111111111,59425.0
 2021-Jul-31 00:00, , , 16 57 04.65, -30 04 46.4,    16 58 26.88, -30 06 47.5,  5.188550,  28.39525,        n.a.,         n.a.,      n.a.,      n.a.,     424513.818,   -174144.21, 114.370,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.52045,  0.93231376135611, 15.4913629,  128.2158,/T,   27.0719,  134.2,  55.4231,   90.385, 268.741,   Oph,,254.26937499999997,-30.079555555555554,59426.0
 2021-Aug-01 00:00, , , 16 57 15.78, -29 53 31.8,    16 58 37.88, -29 55 32.6,  6.733021,  27.84827,        n.a.,         n.a.,      n.a.,      n.a.,     421949.199,   -172572.21, 114.316,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.38501,  0.94131217577743, 15.6677180,  127.3101,/T,   27.4110,  146.0,  45.8736,   90.702, 268.636,   Oph,,254.31574999999995,-29.892166666666665,59427.0
 2021-Aug-02 00:00, , , 16 57 29.72, -29 42 30.5,    16 58 51.70, -29 44 30.8,  8.253017,  27.30295,        n.a.,         n.a.,      n.a.,      n.a.,     419427.668,   -170995.63, 114.273,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.25199,  0.95041092497459, 15.8387895,  126.4125,/T,   27.7403,  157.5,  36.5502,   90.996, 268.524,   Oph,,254.37383333333332,-29.708472222222223,59428.0
 2021-Aug-03 00:00, , , 16 57 46.40, -29 31 42.3,    16 59 08.26, -29 33 42.0,  9.748458,  26.76032,        n.a.,         n.a.,      n.a.,      n.a.,     416947.893,   -169414.71, 114.238,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   94.12152,  0.95960695459433, 16.0045681,  125.5228,/T,   28.0599,  168.5,  27.7179,   91.269, 268.404,   Oph,,254.44333333333327,-29.528416666666665,59429.0
 2021-Aug-04 00:00, , , 16 58 05.78, -29 21 07.1,    16 59 27.53, -29 23 06.2,  11.21929,  26.22132,        n.a.,         n.a.,      n.a.,      n.a.,     414508.565,   -167829.66, 114.212,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.99370,  0.96889720485198, 16.1650438,  124.6413,/T,   28.3697,  173.7,  19.6411,   91.522, 268.278,   Oph,,254.5240833333333,-29.351972222222223,59430.0
 2021-Aug-05 00:00, , , 16 58 27.79, -29 10 44.9,    16 59 49.44, -29 12 43.3,  12.66548,  25.68682,        n.a.,         n.a.,      n.a.,      n.a.,     412108.391,   -166240.71, 114.193,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.86863,  0.97827860900790, 16.3202021,  123.7677,/T,   28.6699,  164.8,  12.5950,   91.756, 268.145,   Oph,,254.6157916666666,-29.17913888888889,59431.0
 2021-Aug-06 00:00, , , 16 58 52.40, -29 00 35.6,    17 00 13.94, -29 02 33.2,  14.08700,  25.15766,        n.a.,         n.a.,      n.a.,      n.a.,     409746.097,   -164648.03, 114.181,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.74637,  0.98774809017590, 16.4700220,  122.9021,/T,   28.9606,  153.2,   6.8670,   91.971, 268.005,   Oph,,254.7183333333333,-29.009888888888888,59432.0
 2021-Aug-07 00:00, , , 16 59 19.53, -28 50 38.9,    17 00 40.98, -28 52 35.8,  15.48376,  24.63463,        n.a.,         n.a.,      n.a.,      n.a.,     407420.432,   -163051.79, 114.175,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.62702,  0.99730255729743, 16.6144756,  122.0445,/T,   29.2419,  141.0,   2.7479,   92.170, 267.860,   Oph,,254.83137499999998,-28.84413888888889,59433.0
 2021-Aug-08 00:00, , , 16 59 49.15, -28 40 54.8,    17 01 10.49, -28 42 50.8,  16.85566,  24.11844,        n.a.,         n.a.,      n.a.,      n.a.,     405130.160,   -161452.16, 114.175,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.51063,  1.00693890174253, 16.7535307,  121.1948,/T,   29.5138,  128.5,   0.5108,   92.351, 267.709,   Oph,,254.95479166666667,-28.68188888888889,59434.0
 2021-Aug-09 00:00, , , 17 00 21.20, -28 31 23.1,    17 01 42.44, -28 33 18.2,  18.20249,  23.60983,        n.a.,         n.a.,      n.a.,      n.a.,     402874.066,   -159849.25, 114.179,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.39727,  1.01665399643827, 16.8871570,  120.3530,/T,   29.7765,  115.7,   0.3800,   92.517, 267.552,   Oph,,255.0883333333333,-28.523083333333332,59435.0
 2021-Aug-10 00:00, , , 17 00 55.62, -28 22 03.6,    17 02 16.76, -28 23 57.6,  19.52395,  23.10947,        n.a.,         n.a.,      n.a.,      n.a.,     400650.947,   -158243.19, 114.187,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.28697,  1.02644469947724, 17.0153352,  119.5189,/T,   30.0301,  102.6,   2.4962,   92.668, 267.390,   Oph,,255.23174999999998,-28.36766666666667,59436.0
 2021-Aug-11 00:00, , , 17 01 32.37, -28 12 56.0,    17 02 53.41, -28 14 48.9,  20.81968,  22.61802,        n.a.,         n.a.,      n.a.,      n.a.,     398459.607,   -156634.08, 114.199,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.17979,  1.03630786365844, 17.1380682,  118.6925,/T,   30.2746,   89.3,   6.8840,   92.804, 267.223,   Oph,,255.38487499999997,-28.215555555555554,59437.0
 2021-Aug-12 00:00, , , 17 02 11.39, -28 04 00.2,    17 03 32.34, -28 05 51.9,  22.08925,  22.13612,        n.a.,         n.a.,      n.a.,      n.a.,     396298.853,   -155022.01, 114.213,           n.a.,    n.a.,   n.a.,     n.a.,   n.a.,   93.07575,  1.04624035237697, 17.2553913,  117.8738,/T,   30.5103,   75.9,  13.4305,   92.927, 267.051,   Oph,,255.5474583333333,-28.06672222222222,59438.0
